payment_id^order_id^payment_method^amount^currency^payment_timestamp
41^167^paypal^1867.86^USD^2025-12-25 13:45:44
42^832^bank_transfer^error_amount^EUR^2025-11-06 01:02:23
43^84^^2527.48^USD^2025-11-20 00:26:28
44^1049^^2107.27^EUR^2026-01-06 00:59:45
45^522^bank_transfer^1097.78^RUB^2025-06-14 09:43:41
46^403^bank_transfer^127.81^RUB^2025-10-28 02:28:11
47^705^card^2315.23^EUR^2024-10-20 08:20:31
48^266^paypal^1948.73^EUR^2024-12-08 17:01:45
49^606^paypal^421.38^EUR^2024-12-14 17:02:33
50^704^bank_transfer^665.0^EUR^2026-04-22 22:31:10
51^1052^card^2027.05^RUB^2025-01-11 10:26:59
52^1266^card^2210.16^RUB^2025-10-15 02:47:41
53^638^card^1875.87^RUB^2024-07-10 20:15:09
54^412^bank_transfer^1810.34^USD^2024-06-17 00:06:44
55^577^^2664.34^USD^2025-11-20 03:29:14
56^484^paypal^2669.11^USD^2024-12-08 22:08:43
57^494^card^797.01^USD^2026-01-14 10:59:05
58^1023^^2125.09^USD^2026-04-27 09:27:34
59^957^^1134.11^RUB^2026-01-16 07:43:35
60^929^^1699.87^RUB^2025-08-03 09:21:52
61^688^paypal^2142.08^EUR^2025-10-03 07:14:06
62^555^^2901.82^EUR^2026-05-05 01:49:12
63^131^^2794.96^USD^2025-06-27 03:01:10
64^585^bank_transfer^2719.72^USD^2026-03-16 09:38:30
65^1267^bank_transfer^1615.75^RUB^2026-05-12 00:42:23
66^1221^paypal^280.86^EUR^2024-08-02 07:40:39
67^619^^2363.85^USD^2025-01-22 03:21:59
68^566^paypal^356.27^USD^13/45/2025
69^545^paypal^1116.47^EUR^2026-04-20 18:25:06
70^543^paypal^385.17^USD^2025-03-01 02:53:57
71^239^bank_transfer^2382.06^EUR^2025-01-06 10:44:08
72^928^^2660.67^USD^2025-11-01 06:30:06
73^38^card^1980.2^RUB^2026-05-18 04:03:38
74^1088^bank_transfer^1943.94^USD^2024-11-30 23:04:18
75^1125^^443.42^USD^2026-02-20 20:26:08
76^429^bank_transfer^2750.13^RUB^2026-03-03 08:59:52
77^1036^^852.49^EUR^2024-09-08 22:03:27
78^1021^card^815.84^USD^2025-03-24 04:13:47
79^52^^1501.72^EUR^2026-03-29 15:46:34
80^911^^2628.43^EUR^2025-02-06 20:18:39
81^833^paypal^413.53^USD^2025-07-02 21:33:06
82^96^bank_transfer^1414.73^USD^2026-04-26 15:25:23
83^753^bank_transfer^2444.74^RUB^2025-11-01 12:38:56
84^312^^1567.05^RUB^2024-09-22 21:58:55
85^655^^550.98^RUB^2025-02-15 00:56:17
86^1238^bank_transfer^2543.11^USD^2025-05-23 10:41:24
87^446^^2903.63^RUB^2024-07-09 03:52:49
88^337^card^2422.25^USD^2025-01-06 06:40:00
89^316^^382.44^USD^2026-05-07 00:05:00
90^1179^^2721.32^USD^2025-01-07 01:34:02
91^722^paypal^1045.03^USD^2024-08-31 03:52:43
92^907^paypal^462.11^RUB^2025-04-18 20:02:47
93^357^card^1855.53^EUR^2025-08-14 09:54:38
94^455^bank_transfer^1103.5^USD^2024-12-23 18:22:35
95^717^card^405.02^EUR^2025-04-23 23:47:18
96^941^card^1203.35^RUB^2024-09-10 05:45:15
97^248^paypal^578.56^USD^2025-04-26 21:24:40
98^320^^1155.78^USD^2024-08-28 02:33:07
99^1134^paypal^1075.58^RUB^2025-05-30 06:15:36
100^184^^2039.76^RUB^2026-01-19 07:26:45
101^537^bank_transfer^2385.39^EUR^2024-08-27 23:41:32
102^269^paypal^1445.86^USD^2024-08-21 17:56:48
103^313^paypal^2939.44^USD^2026-03-11 12:31:32
104^1245^bank_transfer^2760.54^EUR^2024-09-19 00:34:28
105^1160^paypal^2991.47^RUB^2025-01-19 17:34:16
106^378^paypal^2450.75^RUB^2025-02-17 02:57:11
107^1266^bank_transfer^2875.9^USD^2025-12-21 20:03:34
108^981^paypal^1127.34^USD^2026-04-26 04:10:48
109^813^^2568.15^EUR^2026-01-16 18:03:29
110^646^paypal^331.53^RUB^2025-03-10 18:25:03
111^664^paypal^2850.34^USD^2026-03-10 15:59:42
112^358^^2667.67^RUB^2025-01-29 08:06:20
113^470^^190.85^RUB^2026-01-24 08:23:56
114^976^card^1108.82^EUR^2024-11-02 05:37:40
115^1283^card^968.89^EUR^2024-12-04 18:10:32
116^159^bank_transfer^277.7^EUR^2025-07-26 12:23:57
117^188^^error_amount^RUB^2025-03-09 23:15:50
118^1018^bank_transfer^2954.6^USD^2025-01-04 02:53:17
119^38^bank_transfer^199.39^USD^2025-11-10 23:54:22
120^1276^^1315.1^USD^13/45/2025
121^151^paypal^425.15^RUB^2025-10-25 12:11:16
122^1271^^746.08^EUR^2025-01-23 14:06:26
123^1160^^1605.3^USD^2026-03-08 07:57:27
124^474^card^241.1^RUB^2024-10-25 16:35:25
125^798^card^2955.57^EUR^2025-03-29 21:12:47
126^1096^^2878.25^RUB^2025-11-10 10:03:20
127^426^bank_transfer^1643.2^USD^2026-01-23 16:42:21
128^674^bank_transfer^363.56^USD^2024-09-04 23:57:32
129^1185^bank_transfer^112.01^USD^2025-08-23 18:18:34
130^1201^card^714.86^EUR^2025-12-13 16:01:58
131^775^bank_transfer^2529.65^EUR^2024-06-02 14:21:44
132^983^card^1697.86^RUB^2025-08-20 21:10:37
133^951^^168.83^EUR^2025-01-18 18:29:37
134^822^bank_transfer^941.38^RUB^2025-07-12 14:51:33
135^183^^1354.52^USD^2026-01-22 00:38:43
136^70^bank_transfer^1169.26^EUR^2024-09-12 11:05:51
137^452^^118.42^USD^2025-01-15 22:32:55
138^1158^^132.15^RUB^2025-07-05 08:20:47
139^1159^bank_transfer^575.69^USD^2025-11-12 06:33:14
140^102^bank_transfer^1716.54^RUB^2025-07-01 09:27:35
141^226^paypal^error_amount^RUB^2025-04-25 04:13:36
142^614^paypal^500.08^USD^2024-07-26 23:44:28
143^1272^bank_transfer^2562.91^RUB^2024-08-05 22:08:15
144^891^paypal^1192.54^EUR^2025-06-01 23:44:30
145^599^paypal^2917.68^EUR^2024-09-29 15:42:23
146^626^card^2132.93^EUR^2025-03-20 16:24:24
147^1245^paypal^1716.77^RUB^2025-03-18 02:46:58
148^584^paypal^2835.35^RUB^2024-08-18 04:52:31
149^1077^paypal^2645.13^USD^2025-01-05 04:27:18
150^263^^689.1^RUB^2024-11-09 20:20:03
151^1092^bank_transfer^2806.83^USD^2024-06-06 09:13:54
152^1170^^762.55^USD^13/45/2025
153^89^^202.39^EUR^2025-11-27 06:34:52
154^588^^918.05^EUR^2025-02-04 00:41:20
155^258^card^1023.3^USD^2024-06-13 09:49:06
156^624^^50.28^USD^2025-04-09 00:35:26
157^57^paypal^462.18^RUB^2026-05-20 02:52:51
158^418^^2626.43^EUR^2025-07-01 22:22:58
159^1219^^2578.25^USD^2025-07-11 03:01:04
160^966^card^1005.69^RUB^2025-11-15 14:06:24
161^1175^paypal^2820.96^USD^2025-09-16 18:56:55
162^532^bank_transfer^798.05^EUR^2024-11-09 13:38:20
163^1111^bank_transfer^1175.9^USD^2025-04-08 00:31:01
164^835^paypal^2657.35^RUB^2026-04-21 04:50:10
165^635^^2227.77^EUR^2025-10-28 19:56:57
166^39^bank_transfer^565.67^USD^2025-06-19 18:02:25
167^812^card^1996.59^USD^2024-10-25 07:29:03
168^643^paypal^1665.46^RUB^2025-01-12 12:27:02
169^103^paypal^2583.86^RUB^2025-08-21 08:42:01
170^586^card^287.22^EUR^2025-11-21 04:53:16
171^653^card^805.22^USD^2025-01-30 22:32:35
172^97^paypal^700.58^USD^2024-08-08 12:51:52
173^801^bank_transfer^2448.9^USD^2025-09-22 00:32:14
174^327^paypal^1356.4^USD^2025-02-20 10:29:14
175^479^card^417.76^USD^2025-07-05 03:30:58
176^221^paypal^68.4^USD^2024-10-24 07:15:22
177^520^^2635.89^EUR^2026-01-27 09:09:28
178^877^^1334.1^EUR^2026-03-01 01:12:12
179^291^^error_amount^RUB^2025-05-17 15:12:18
180^117^paypal^1837.68^EUR^2025-12-08 08:43:56
181^355^paypal^1932.43^RUB^2024-11-09 12:11:52
182^350^paypal^1753.53^USD^2025-05-16 21:56:16
183^270^card^666.02^USD^2025-06-17 12:41:16
184^1191^card^1629.75^USD^2025-12-06 06:17:59
185^272^bank_transfer^1373.57^USD^2025-08-12 14:10:03
186^848^bank_transfer^2645.62^RUB^2024-11-21 09:01:49
187^209^^2651.63^RUB^2025-09-08 20:13:05
188^848^card^1915.47^RUB^2024-09-05 20:37:21
189^541^card^2364.25^EUR^2024-11-09 11:15:54
190^903^paypal^1092.09^RUB^2025-08-16 12:34:43
191^132^paypal^1418.1^USD^2026-03-26 14:26:05
192^703^^963.64^EUR^2025-09-21 20:25:20
193^1039^paypal^2279.58^USD^2026-01-18 02:36:55
194^157^paypal^1466.69^USD^2024-08-31 06:16:55
195^1088^^407.37^RUB^2024-08-11 00:02:27
196^1133^^145.05^RUB^2025-03-31 20:10:54
197^152^^1850.29^USD^2025-12-06 02:07:11
198^1289^paypal^2591.6^RUB^2025-11-23 06:39:12
199^1265^bank_transfer^470.13^RUB^2025-11-26 19:41:56
200^225^^1077.78^USD^2024-10-05 03:16:24
201^795^bank_transfer^534.54^USD^2025-12-19 23:25:09
202^739^bank_transfer^676.53^USD^2024-07-07 13:56:12
203^657^bank_transfer^450.14^RUB^2025-04-30 11:45:19
204^400^card^2639.63^RUB^2024-11-28 17:05:29
205^603^bank_transfer^1627.94^EUR^2025-11-05 23:54:16
206^1063^^2634.08^RUB^2025-01-02 00:16:44
207^952^card^1805.68^USD^13/45/2025
208^1040^bank_transfer^50.77^USD^2025-11-07 18:48:22
209^918^^1843.99^EUR^2024-10-06 20:47:27
210^1300^paypal^1879.26^USD^2025-10-24 10:35:08
211^478^bank_transfer^2843.93^USD^2024-08-28 23:31:29
212^350^paypal^1368.0^EUR^2024-09-18 15:01:42
213^818^bank_transfer^error_amount^RUB^2024-05-27 10:00:18
214^756^paypal^269.47^USD^2025-10-25 05:38:47
215^841^paypal^1785.74^USD^2025-01-14 13:39:58
216^1192^^471.87^USD^2025-05-11 06:32:30
217^316^^1318.96^USD^2024-10-16 00:03:48
218^369^card^2483.47^EUR^2025-12-14 09:26:01
219^1054^card^1143.41^RUB^2026-04-30 12:33:45
220^220^paypal^2013.09^RUB^2024-11-25 10:42:17
221^1176^paypal^1624.16^RUB^2024-12-12 20:14:11
222^363^paypal^2569.51^USD^2025-01-10 00:09:54
223^607^card^2850.28^RUB^2024-08-18 22:43:56
224^855^^1130.02^EUR^2024-07-31 01:53:30
225^225^bank_transfer^error_amount^EUR^2025-08-31 18:13:59
226^626^paypal^1677.69^RUB^2025-07-18 19:49:55
227^1030^^22.86^EUR^2026-04-26 03:22:46
228^1067^bank_transfer^1922.08^RUB^2025-09-29 06:17:48
229^818^bank_transfer^2880.09^RUB^2026-05-17 15:36:52
230^607^paypal^373.88^USD^2024-07-31 11:09:59
231^297^paypal^1839.33^USD^2025-04-22 04:33:59
232^94^bank_transfer^error_amount^USD^2024-07-11 14:46:17
233^231^bank_transfer^1842.97^RUB^2025-08-10 00:27:44
234^230^card^1467.08^EUR^2026-03-10 21:13:58
235^833^bank_transfer^2590.85^RUB^2025-07-12 00:55:26
236^408^card^2078.15^RUB^2024-07-25 16:23:36
237^865^^1657.67^USD^2024-11-25 00:31:31
238^128^card^2217.75^EUR^2025-08-17 03:15:04
239^397^^2810.01^USD^2024-06-02 01:50:02
240^669^paypal^error_amount^EUR^2024-11-25 16:21:53
241^4^bank_transfer^747.93^RUB^2026-05-06 22:57:52
242^1262^paypal^2073.56^RUB^2024-10-30 20:55:28
243^924^^2339.49^RUB^2025-08-26 00:00:36
244^894^paypal^2098.57^USD^2026-01-20 16:02:24
245^1028^^548.39^RUB^2024-10-05 13:55:20
246^991^^2373.02^RUB^2025-01-17 01:21:42
247^1293^^268.24^USD^2026-02-08 01:50:24
248^625^card^1205.0^USD^2026-03-30 16:55:17
249^322^paypal^2919.98^USD^2025-08-18 02:22:51
250^1041^paypal^2156.35^EUR^2025-09-25 04:13:57
251^130^^2695.18^EUR^2026-04-22 13:47:33
252^41^^2130.58^EUR^2025-04-13 10:18:06
253^1289^bank_transfer^1489.16^RUB^2025-07-03 21:34:22
254^1071^card^517.8^RUB^2026-03-31 15:44:34
255^261^^2443.39^RUB^2026-05-14 00:05:51
256^1031^card^1344.89^EUR^2025-02-10 19:48:45
257^506^bank_transfer^2910.41^EUR^2024-11-18 15:32:51
258^309^^1989.01^EUR^2024-08-12 16:09:29
259^788^paypal^1118.55^RUB^2024-11-06 00:02:46
260^663^^2612.24^USD^2024-09-08 06:16:10
261^333^bank_transfer^937.98^EUR^2024-11-30 04:50:10
262^19^^686.08^RUB^2025-12-09 23:01:37
263^47^^907.63^EUR^2025-02-28 03:48:29
264^867^bank_transfer^1889.66^USD^2025-10-20 02:47:56
265^45^card^2298.12^RUB^2025-06-25 17:51:25
266^1020^bank_transfer^2349.9^RUB^2025-09-09 15:29:12
267^831^bank_transfer^1068.79^USD^2025-03-28 01:16:41
268^1033^bank_transfer^2861.75^USD^2026-01-28 19:18:10
269^1063^bank_transfer^1244.64^USD^2024-08-24 16:53:00
270^219^^1208.03^EUR^2026-01-25 20:35:17
271^648^card^2333.69^RUB^2025-12-02 18:06:19
272^21^bank_transfer^516.66^USD^2025-01-18 06:33:41
273^817^paypal^372.44^EUR^2025-11-08 09:45:15
274^126^card^136.47^RUB^2026-02-05 20:18:16
275^1066^card^553.84^USD^2024-11-23 10:33:59
276^390^card^21.62^EUR^2026-02-15 08:12:53
277^486^^1457.75^EUR^2026-01-23 15:23:47
278^712^^2503.55^USD^2024-08-24 22:08:31
279^759^card^63.42^USD^2026-05-01 16:58:24
280^800^^21.88^USD^2025-03-10 16:20:49
281^417^card^1784.68^EUR^2024-12-24 06:53:40
282^1158^paypal^1174.46^EUR^2026-01-16 11:55:39
283^603^^2936.67^EUR^2025-05-25 08:21:25
284^40^card^1717.06^RUB^2026-03-21 02:51:44
285^72^card^1426.87^USD^2026-04-18 22:27:47
286^252^card^1900.45^USD^2026-05-08 16:04:07
287^517^paypal^828.72^RUB^2025-08-01 05:05:57
288^703^^1794.01^RUB^2025-05-09 13:03:36
289^338^bank_transfer^2709.11^USD^2024-09-16 09:32:36
290^663^bank_transfer^1145.93^RUB^2025-06-17 06:39:04
291^872^paypal^1800.12^USD^2024-06-17 00:43:25
292^680^paypal^2818.04^USD^2025-03-27 11:22:04
293^61^bank_transfer^2796.97^EUR^2026-03-24 23:33:10
294^591^bank_transfer^935.76^EUR^2024-12-27 11:18:36
295^198^paypal^1799.92^RUB^2024-08-09 18:34:18
296^281^bank_transfer^error_amount^EUR^2026-01-01 13:04:22
297^1221^card^2191.39^USD^2025-09-14 13:56:45
298^188^card^2228.25^RUB^2025-08-08 15:09:20
299^294^^2341.82^EUR^2025-06-10 20:34:27
300^1118^paypal^488.02^RUB^2025-05-25 17:55:57
301^1135^bank_transfer^1052.59^USD^2024-10-03 14:36:47
302^710^paypal^559.22^RUB^2024-06-05 20:46:11
303^1029^bank_transfer^2580.47^EUR^2025-11-17 06:02:02
304^689^card^1117.37^RUB^2025-02-18 20:40:36
305^190^bank_transfer^2558.0^EUR^2026-03-14 12:59:03
306^750^paypal^1373.24^EUR^2024-09-01 13:22:22
307^606^card^2321.68^EUR^2025-01-07 19:36:48
308^1170^^374.87^USD^2026-02-17 19:06:12
309^76^bank_transfer^794.67^USD^2024-12-04 03:07:55
310^256^paypal^1475.22^EUR^2025-09-13 04:32:01
311^491^paypal^267.77^EUR^2025-05-04 13:52:10
312^359^card^2810.29^EUR^2025-10-14 21:01:49
313^20^bank_transfer^2387.32^RUB^2026-05-11 10:23:56
314^372^card^1315.69^EUR^2026-01-12 19:20:42
315^436^bank_transfer^2080.7^RUB^2026-02-25 13:44:19
316^103^card^694.75^RUB^2024-10-07 06:51:16
317^980^paypal^1702.28^EUR^2026-03-14 22:40:09
318^982^^852.06^RUB^2025-12-01 08:41:52
319^1206^card^1149.12^EUR^2026-02-23 21:48:45
320^1239^bank_transfer^688.96^EUR^2026-01-23 12:47:16
321^700^card^1894.73^RUB^2026-04-21 07:13:14
322^76^card^1770.87^USD^2024-12-21 20:23:03
323^1183^card^1606.15^RUB^2025-05-03 07:59:20
324^698^paypal^2719.64^USD^2025-03-26 06:24:35
325^1070^bank_transfer^2118.73^EUR^2025-01-09 11:50:36
326^1054^bank_transfer^527.2^RUB^2025-03-28 23:39:11
327^938^bank_transfer^2258.23^EUR^2025-05-02 16:59:28
328^1005^bank_transfer^528.68^RUB^2025-11-15 19:47:38
329^1062^card^2135.74^RUB^2024-07-06 21:31:24
330^1196^^173.0^RUB^2024-11-28 03:17:01
331^1293^card^1625.66^USD^2024-11-04 05:43:57
332^926^card^911.73^EUR^2026-02-14 09:42:31
333^613^bank_transfer^62.88^EUR^2025-11-16 04:39:25
334^423^^2436.44^EUR^2025-03-05 12:36:52
335^1072^card^2286.44^USD^2024-07-10 09:13:41
336^1082^bank_transfer^563.03^EUR^2024-09-09 03:33:01
337^504^^2549.79^RUB^2025-10-21 14:50:39
338^24^card^257.76^RUB^2025-12-01 07:02:13
339^1174^paypal^2388.88^USD^2024-07-07 06:57:57
340^303^^1346.98^EUR^2025-08-15 01:40:19
341^184^bank_transfer^1763.9^RUB^2025-12-02 07:17:35
342^952^card^1523.69^RUB^2025-07-04 06:41:09
343^249^card^968.88^RUB^2025-07-25 17:45:02
344^1091^paypal^738.57^RUB^13/45/2025
345^646^bank_transfer^2954.58^USD^2024-07-21 16:02:13
346^1088^bank_transfer^745.18^RUB^2025-04-18 08:56:24
347^88^bank_transfer^2396.85^EUR^2026-05-09 17:38:47
348^945^paypal^201.77^EUR^2026-04-15 04:07:19
349^1088^^227.64^USD^2026-04-04 14:29:32
350^162^paypal^1149.76^RUB^2026-01-22 23:59:52
351^503^paypal^1059.06^EUR^2025-11-04 02:25:38
352^1284^bank_transfer^741.14^RUB^2026-03-09 17:19:16
353^882^card^978.84^EUR^2025-12-25 11:55:43
354^177^bank_transfer^1905.95^EUR^2025-09-24 05:19:16
355^381^bank_transfer^2464.83^EUR^2025-12-15 09:50:09
356^505^^2373.76^RUB^2024-09-26 10:59:25
357^492^^1848.06^EUR^2025-01-05 09:34:57
358^1218^^561.5^RUB^2026-01-20 19:40:20
359^605^paypal^error_amount^RUB^2025-05-04 22:33:29
360^845^card^264.98^USD^2024-07-24 05:44:50
361^663^paypal^2682.04^EUR^2025-01-27 13:29:05
362^839^bank_transfer^1615.53^USD^2025-11-17 07:35:15
363^1148^card^2926.43^USD^2025-12-01 22:22:30
364^997^^1481.44^USD^2026-02-08 01:12:21
365^210^bank_transfer^1278.22^RUB^2024-11-27 09:33:54
366^1186^paypal^792.31^RUB^2024-06-26 18:18:51
367^844^card^964.63^EUR^2025-05-07 07:39:55
368^1243^card^1495.99^RUB^2024-06-03 23:09:51
369^570^^537.63^EUR^2026-02-14 11:15:52
370^486^bank_transfer^2616.08^RUB^2025-11-23 00:09:59
371^253^^2250.88^EUR^2024-12-03 22:25:08
372^1133^card^2667.03^USD^2025-05-24 01:15:14
373^72^paypal^2277.53^EUR^2025-06-17 08:14:33
374^134^^2842.39^USD^2025-05-26 13:17:44
375^1049^paypal^1654.16^RUB^2025-06-02 19:12:47
376^921^card^717.43^EUR^2026-01-07 12:29:15
377^1276^card^300.99^EUR^2025-04-10 21:28:14
378^48^paypal^595.14^RUB^2025-05-17 22:46:34
379^342^card^400.59^EUR^2026-02-03 20:11:46
380^477^card^222.1^RUB^2025-10-12 13:02:54
381^275^card^123.85^EUR^2025-06-02 13:08:53
382^1014^bank_transfer^2278.73^USD^2026-03-02 07:48:16
383^492^card^1703.78^USD^2026-04-28 15:04:42
384^1300^paypal^1871.72^USD^2025-02-03 19:21:51
385^1203^^2256.95^USD^2024-08-12 12:42:45
386^1177^^2238.34^USD^2024-12-12 18:58:37
387^612^paypal^566.33^USD^2025-04-29 20:47:24
388^439^paypal^883.05^EUR^2024-10-11 16:58:02
389^73^paypal^317.04^EUR^2026-03-17 06:25:49
390^441^card^1160.06^EUR^2025-10-05 00:36:02
391^348^card^55.76^USD^2025-03-17 04:31:13
392^485^^2341.53^EUR^2024-12-20 19:57:33
393^839^card^2169.9^USD^2026-03-12 17:31:47
394^123^card^1030.11^EUR^2025-02-01 23:27:24
395^26^card^745.32^EUR^2025-09-22 10:19:47
396^71^^664.24^USD^2025-04-10 00:59:11
397^780^card^497.54^RUB^2024-06-06 20:26:42
398^1016^paypal^1537.76^USD^2024-12-01 17:17:20
399^573^^377.45^USD^2024-07-22 08:56:54
400^141^^2996.4^USD^2025-04-11 20:59:11
401^297^paypal^1375.27^EUR^2025-01-27 18:02:47
402^377^bank_transfer^893.54^USD^2024-09-27 07:52:44
403^371^paypal^296.67^RUB^2025-01-10 20:46:45
404^35^bank_transfer^824.24^EUR^2024-09-04 04:55:54
405^370^^2230.89^RUB^2025-04-14 17:08:18
406^1282^bank_transfer^87.36^EUR^2024-09-12 16:37:49
407^162^^301.23^RUB^2026-05-22 06:06:58
408^275^bank_transfer^2458.66^EUR^2026-04-14 01:43:11
409^230^^2484.94^USD^2026-05-20 18:52:21
410^655^card^411.61^USD^2025-02-12 11:28:37
411^585^^2420.16^EUR^2025-03-21 21:37:52
412^1053^^1447.33^USD^2026-01-01 09:57:40
413^20^bank_transfer^657.4^EUR^2025-10-24 05:51:56
414^898^card^1379.44^RUB^2024-08-18 17:02:22
415^1162^paypal^346.42^USD^2025-01-04 16:24:10
416^1084^paypal^1322.81^EUR^2026-04-30 16:57:11
417^405^bank_transfer^1831.63^USD^2026-02-17 10:08:14
418^920^card^850.24^RUB^2024-06-12 19:43:40
419^841^bank_transfer^490.01^EUR^2026-03-31 07:13:19
420^345^card^1306.45^USD^2025-11-14 21:03:45
421^304^card^613.92^EUR^2025-04-28 13:24:05
422^447^card^error_amount^USD^2024-09-21 15:00:18
423^598^^81.45^EUR^2025-04-12 10:49:31
424^1058^card^733.03^USD^13/45/2025
425^1188^card^771.33^EUR^13/45/2025
426^482^paypal^1711.8^RUB^2025-12-16 17:06:38
427^1192^^1493.53^RUB^2025-10-29 22:32:59
428^690^bank_transfer^2154.76^RUB^13/45/2025
429^1122^^2967.2^EUR^2024-06-11 02:30:57
430^48^bank_transfer^2999.93^RUB^2024-09-21 01:19:30
431^501^^672.97^USD^2025-03-29 08:21:21
432^190^bank_transfer^2790.12^RUB^2025-05-31 02:22:39
433^633^paypal^792.23^USD^2026-05-07 13:09:50
434^25^card^583.56^EUR^2025-03-19 01:12:53
435^842^card^626.29^EUR^2025-10-05 16:14:27
436^513^bank_transfer^978.52^RUB^2025-08-29 01:35:33
437^905^paypal^2673.9^RUB^2025-04-01 22:26:59
438^33^paypal^179.93^RUB^2025-05-24 11:56:33
439^312^paypal^2314.57^RUB^2025-06-03 09:32:55
440^592^card^683.03^USD^2026-02-20 22:48:57
441^710^card^2883.7^EUR^2026-03-28 15:45:22
442^466^bank_transfer^801.0^RUB^2024-10-21 03:09:24
443^456^bank_transfer^2913.4^EUR^2024-07-08 08:24:05
444^194^paypal^71.84^RUB^2026-04-22 09:29:26
445^858^card^2109.63^RUB^2025-06-05 00:02:49
446^1157^card^546.53^EUR^2025-06-25 05:34:52
447^65^card^2003.36^EUR^2025-04-03 23:21:27
448^837^card^1812.81^USD^2024-12-05 19:54:45
449^939^card^274.05^USD^2024-11-28 09:51:21
450^411^paypal^287.4^RUB^2025-09-17 07:04:03
451^719^card^2210.32^USD^2026-01-11 04:04:17
452^767^card^107.51^EUR^2024-09-15 18:23:53
453^530^bank_transfer^2211.58^EUR^2024-11-22 11:15:13
454^364^paypal^2181.71^EUR^2025-08-13 21:25:43
455^785^card^1268.51^USD^2025-07-19 13:34:44
456^1023^paypal^1873.68^RUB^13/45/2025
457^717^^941.2^USD^2024-11-11 08:54:41
458^651^card^1483.68^RUB^2026-04-07 12:45:24
459^376^^2044.58^EUR^2024-06-10 18:58:23
460^794^bank_transfer^2960.86^RUB^2024-10-26 02:43:07
461^566^card^2353.85^RUB^2024-10-27 22:43:03
462^1118^^2640.38^RUB^2025-06-06 21:19:26
463^970^^2571.65^USD^2026-04-24 13:22:57
464^741^card^1993.93^USD^2025-11-12 13:18:02
465^622^^1250.09^EUR^2026-02-25 13:44:11
466^557^paypal^2921.19^EUR^2026-01-03 08:13:47
467^775^paypal^179.87^USD^2025-04-20 10:17:19
468^518^bank_transfer^469.43^USD^2024-12-19 18:12:54
469^819^bank_transfer^1083.61^EUR^2025-11-23 06:40:59
470^1255^^1935.6^USD^2024-10-18 17:34:22
471^511^card^1649.17^RUB^2025-01-06 10:30:25
472^1202^bank_transfer^1298.52^RUB^2025-09-27 08:35:49
473^133^bank_transfer^2625.81^RUB^2024-06-30 22:05:07
474^830^bank_transfer^2408.08^USD^2026-03-01 23:49:19
475^90^paypal^1055.0^USD^2025-11-25 04:34:32
476^572^card^499.77^RUB^2024-10-08 20:10:56
477^823^card^575.73^EUR^2026-02-19 20:43:04
478^491^^1841.68^USD^2026-04-05 19:26:56
479^789^card^319.43^USD^2025-09-13 00:37:18
480^216^^623.85^RUB^2025-06-02 02:43:59
481^102^card^2487.65^USD^2025-07-07 02:53:37
482^610^^2426.61^USD^13/45/2025
483^203^^737.29^RUB^2024-07-29 08:06:35
