event_id,customer_id,event_type,event_timestamp,product_id
298,12,click,2025-08-30 21:47:31,407
299,88,purchase,2025-07-12 15:44:10,564
300,657,logout,2025-03-25 19:57:34,1
301,475,logout,2025-09-06 20:11:56,326
302,580,click,2024-08-15 18:20:17,638
303,489,click,2025-11-17 02:28:11,618
304,508,view,2025-05-13 01:33:42,193
305,571,logout,,31
306,75,purchase,2024-08-22 06:51:23,452
307,112,login,2026-02-10 14:04:34,565
308,597,view,2025-09-23 22:05:09,143
309,605,purchase,2024-09-20 01:41:13,360
310,96,login,2024-10-08 02:03:03,117
311,316,view,2025-01-16 18:20:42,370
312,0,logout,2025-01-04 06:24:54,277
313,609,click,2025-10-18 14:49:27,458
314,575,login,2025-02-19 21:44:37,475
315,51,view,2025-06-25 06:10:29,604
316,0,view,2025-07-05 09:35:25,154
317,349,view,2025-09-14 05:03:08,401
318,0,purchase,2026-02-03 16:05:27,24
319,412,logout,2026-04-09 22:09:29,186
320,166,click,2024-11-03 06:26:15,216
321,122,view,2024-08-28 17:37:17,43
322,14,login,2025-12-30 03:42:11,21
323,140,click,2025-06-28 04:19:15,434
324,143,logout,2025-04-20 21:52:40,245
325,481,purchase,2024-10-07 07:19:51,335
326,507,view,2025-05-06 19:03:54,284
327,313,logout,2024-07-07 15:10:57,418
328,695,login,2026-03-20 05:13:14,390
329,556,click,2026-03-26 13:13:45,312
330,260,click,2026-01-30 16:05:16,68
331,288,login,2024-08-20 00:29:06,550
332,679,purchase,2025-12-20 17:30:26,527
333,204,purchase,2024-08-26 00:34:59,304
334,576,click,2024-08-06 10:59:26,362
335,671,login,2025-03-15 19:08:06,427
336,507,login,2025-10-09 13:00:37,531
337,321,view,2024-06-27 17:38:38,472
338,485,login,,521
339,624,click,2026-02-28 22:58:57,419
340,625,purchase,2026-04-13 11:41:31,441
341,612,logout,2025-11-25 03:57:19,25
342,742,purchase,2026-03-06 15:54:56,370
343,0,click,2025-02-13 14:56:32,411
344,475,view,2025-12-05 03:12:54,202
345,288,logout,2026-02-22 21:44:45,581
346,47,login,2025-07-10 16:53:43,502
347,146,logout,2024-09-07 07:00:49,354
348,683,view,2025-02-07 11:23:57,30
349,65,purchase,2025-11-27 13:52:14,360
350,113,click,2024-12-27 01:36:29,5
351,308,view,2026-04-16 15:03:54,576
352,97,purchase,2025-04-10 16:27:13,67
353,143,logout,2024-05-26 09:41:43,239
354,230,logout,2024-10-28 22:10:29,339
355,193,view,2026-03-10 07:26:38,245
356,673,view,2024-07-18 10:10:22,171
357,411,login,2026-05-04 00:25:09,153
358,565,login,2026-01-25 19:49:13,353
359,114,logout,2026-01-10 05:15:15,229
360,542,purchase,2025-12-11 14:15:59,351
361,83,login,2024-12-27 17:26:08,619
362,641,click,2025-01-13 23:41:51,81
363,489,purchase,2025-02-14 15:13:23,367
364,321,click,2024-11-29 01:34:49,33
365,428,click,2025-08-08 16:37:06,111
366,426,click,2025-02-16 02:01:12,395
367,98,click,2026-05-10 02:27:48,326
368,488,login,2025-10-04 00:35:42,171
369,436,view,2024-12-04 23:47:54,435
370,30,logout,2025-11-22 10:47:23,453
371,402,logout,2024-12-09 12:35:10,61
372,435,view,2024-12-01 22:40:52,442
373,0,click,2026-02-06 08:39:27,613
374,345,login,2025-05-19 07:58:26,61
375,319,purchase,2025-01-27 01:00:26,605
376,553,click,2026-03-14 15:01:50,429
377,452,view,2025-09-29 17:19:20,221
378,288,logout,2025-02-14 06:37:36,544
379,40,purchase,2025-06-04 17:34:18,93
380,674,click,2025-08-10 09:51:22,379
381,623,login,2025-11-26 04:50:32,48
382,696,click,2026-03-27 18:08:36,244
383,110,click,2025-10-25 11:32:25,380
384,453,click,2026-03-17 04:48:30,66
385,113,purchase,2024-06-03 06:57:05,293
386,644,view,2024-06-16 14:34:48,208
387,663,login,2025-04-10 13:47:08,382
388,231,view,2025-07-23 15:12:55,161
389,681,login,2026-04-01 05:42:19,110
390,0,click,2025-09-05 01:57:28,118
391,690,logout,2025-06-09 21:40:52,348
392,66,click,2025-02-01 10:23:49,522
393,115,click,2024-11-30 01:42:58,86
394,55,login,2025-07-02 14:16:04,634
395,160,logout,2026-03-20 05:08:00,407
396,581,purchase,2025-05-31 15:21:53,472
397,446,view,2024-10-13 02:42:44,368
398,141,login,2024-08-18 02:15:11,453
399,659,logout,2026-01-09 10:34:34,83
400,383,view,2024-12-08 04:11:52,326
401,0,click,,387
402,534,login,2025-01-15 09:45:20,36
403,219,purchase,2025-12-09 02:03:27,57
404,175,logout,2025-07-20 19:26:08,407
405,49,view,2025-02-04 00:15:21,620
406,737,purchase,2025-05-19 19:41:50,471
407,696,view,2025-03-17 18:46:15,150
408,246,logout,2026-03-10 21:54:49,46
409,78,logout,2025-04-08 02:12:54,458
410,177,purchase,2025-10-30 01:22:38,251
411,288,view,2025-12-05 10:19:12,164
412,0,click,2025-01-13 17:16:51,561
413,174,click,2025-05-15 16:34:08,564
414,202,view,2025-08-17 17:27:43,397
415,536,login,2026-02-20 17:48:03,10
416,244,view,2024-07-09 18:34:46,491
417,252,logout,,523
418,607,login,2024-11-21 10:08:59,189
419,48,purchase,2025-03-10 20:51:24,264
420,716,view,2025-12-03 20:08:18,10
421,468,click,2026-05-17 00:39:57,374
422,29,logout,2025-03-31 11:39:19,329
423,107,login,,381
424,83,logout,2024-07-18 18:06:17,638
425,272,purchase,2024-12-06 18:59:35,373
426,431,click,2025-01-10 10:15:52,353
427,347,view,2026-02-18 13:14:03,465
428,439,click,2025-03-29 12:07:31,120
429,705,logout,2026-01-06 01:40:40,145
430,436,purchase,2026-01-13 10:45:00,138
431,412,login,2025-07-25 17:27:21,452
432,557,view,2024-08-09 11:32:34,507
433,213,click,2025-05-25 04:29:56,538
434,490,view,2025-08-25 02:36:42,144
435,223,purchase,2025-11-14 23:05:44,71
436,310,login,2024-10-24 23:21:58,181
437,507,click,,114
438,74,login,2025-10-12 07:45:34,306
439,179,view,2024-12-31 01:26:27,303
440,524,logout,2026-04-02 10:44:50,545
441,432,login,2026-03-16 17:46:55,28
442,257,login,2025-07-22 14:49:30,579
443,397,login,2025-02-19 14:53:19,222
444,387,click,,285
445,555,logout,2025-11-14 12:06:23,234
446,412,view,2025-01-29 15:56:54,591
447,186,click,2025-05-18 19:28:49,609
448,117,click,2024-11-19 16:34:26,60
449,393,click,2025-01-14 03:03:08,45
450,271,click,2025-04-26 21:08:47,84
451,557,click,2024-09-10 23:26:25,288
452,492,click,,550
453,117,logout,2025-02-17 13:38:42,411
454,668,login,2024-06-04 04:32:58,459
455,539,logout,2025-04-04 04:43:37,591
456,489,logout,2024-07-21 09:35:53,640
457,615,click,2024-11-20 19:02:16,139
458,110,view,2025-03-30 09:27:16,420
459,344,purchase,2025-09-21 21:03:45,98
460,567,view,2025-05-17 21:00:27,10
461,444,click,2026-04-22 23:49:12,321
462,417,view,2026-03-20 05:08:42,205
463,97,login,2024-08-09 18:33:56,376
464,361,click,2026-03-05 11:30:25,425
465,106,purchase,2024-06-08 12:12:04,224
466,500,logout,2024-11-01 11:56:56,588
467,217,logout,2026-03-11 21:04:29,600
468,55,click,2024-09-25 22:43:18,117
469,213,view,2025-10-25 20:27:50,437
470,506,click,2024-12-10 03:13:11,228
471,708,view,2025-07-31 10:53:56,248
472,79,logout,2026-01-04 20:41:59,593
473,38,view,2026-04-27 08:09:02,617
474,58,click,2025-01-22 10:41:18,303
475,381,purchase,2026-02-24 00:17:11,350
476,712,click,2024-09-16 01:11:30,601
477,562,view,2025-12-11 03:51:24,286
478,224,click,2025-05-17 02:47:09,330
479,351,purchase,2025-06-15 07:35:43,615
480,718,purchase,2024-12-16 06:11:43,69
481,645,purchase,2024-11-12 09:49:20,432
482,184,view,2026-02-09 17:04:17,187
483,724,view,2025-10-22 23:21:25,556
484,405,logout,2026-01-02 10:30:51,265
485,101,logout,2025-10-02 05:37:49,240
486,97,click,2024-11-26 19:16:22,618
487,0,login,2025-01-24 09:58:33,534
488,678,logout,2025-03-20 05:18:19,602
489,439,purchase,2026-02-14 12:57:03,594
490,552,purchase,2025-01-07 01:32:51,33
491,576,logout,2024-05-30 17:19:07,181
492,720,login,2024-09-18 23:06:23,193
493,337,view,2026-01-19 08:46:53,521
494,66,click,2026-02-19 05:06:05,637
495,482,login,2025-08-01 03:14:31,490
496,710,login,2025-10-27 09:44:07,301
497,12,click,2025-02-27 05:32:16,176
498,662,purchase,2025-05-02 06:16:10,632
499,538,click,2026-02-16 18:56:41,63
500,422,click,2024-12-28 08:17:39,241
501,445,view,2025-02-26 13:03:42,558
502,103,purchase,2025-04-20 15:21:01,173
503,304,logout,2025-07-27 06:27:57,278
504,160,view,2025-04-18 03:46:53,287
505,251,purchase,,616
506,316,purchase,2025-05-24 05:46:23,94
507,121,logout,2026-01-26 04:13:11,67
508,345,purchase,,590
509,292,login,2024-07-26 12:22:49,636
510,553,view,2024-11-08 20:35:22,479
511,40,click,2024-10-19 14:15:02,333
512,96,logout,2026-04-15 17:25:01,184
513,395,view,,205
514,326,logout,2025-02-03 08:52:24,592
515,608,view,2025-10-15 22:59:00,179
516,248,login,2025-11-09 08:18:21,434
517,615,click,2025-07-30 20:58:32,240
518,238,view,2024-09-20 12:09:19,96
519,67,logout,2026-03-23 09:00:00,197
520,624,logout,2025-05-12 23:28:26,313
521,130,click,2025-05-07 21:29:38,388
522,435,logout,2025-03-21 00:18:17,277
523,420,purchase,2025-08-06 03:30:01,552
524,620,click,2026-01-02 16:15:11,484
525,380,logout,2026-03-23 15:57:53,627
526,261,logout,2026-03-13 03:56:21,371
527,295,click,2026-04-17 15:13:46,181
528,393,click,2024-12-21 14:05:33,352
529,22,click,2025-06-24 20:12:53,23
530,592,click,2025-08-14 14:47:26,573
531,649,logout,2025-10-10 19:05:21,383
532,624,login,2025-01-10 19:54:33,9
533,255,logout,2025-04-16 17:46:47,433
534,291,purchase,2025-06-29 21:32:12,482
535,415,purchase,2024-11-08 22:46:56,563
536,536,view,2026-01-15 18:44:25,603
537,349,logout,2026-01-19 07:20:00,467
538,218,purchase,2024-11-29 08:16:33,626
539,661,login,2024-11-13 21:32:07,445
540,441,logout,2025-04-22 21:25:16,265
541,0,view,2024-10-21 05:38:02,23
542,444,view,2024-10-19 16:39:25,637
543,451,view,,221
544,537,login,2025-12-07 08:35:55,402
545,492,login,2025-08-13 12:36:38,334
546,1,view,2025-06-27 20:19:00,518
547,433,view,2025-12-10 13:34:48,300
548,268,click,2026-01-20 06:09:20,213
549,377,login,2025-12-17 00:53:04,336
550,20,purchase,2024-06-01 15:17:02,18
551,662,login,2024-09-06 07:28:59,591
552,235,purchase,2026-01-27 01:54:01,271
553,183,login,2026-03-13 15:49:25,550
554,602,purchase,2025-09-29 09:20:15,128
555,308,click,2026-03-24 07:52:53,247
556,552,login,2025-06-13 01:25:37,177
557,386,purchase,2026-05-21 05:20:55,74
558,645,click,2025-07-05 21:38:55,295
559,587,login,2024-06-08 02:07:00,54
560,688,purchase,2025-08-10 05:57:34,227
561,20,view,,82
562,145,logout,2026-03-09 05:53:42,342
563,87,logout,2024-08-27 06:17:04,2
564,302,logout,2024-06-25 19:45:38,151
565,726,purchase,2025-08-02 14:29:47,487
566,50,login,2025-02-26 14:24:19,151
567,53,login,2025-08-29 02:48:49,312
568,697,logout,2024-08-28 11:32:45,521
569,613,click,2024-10-28 20:17:16,551
570,74,click,2026-05-16 00:46:08,380
571,451,view,2024-11-10 12:11:23,49
572,460,view,2025-04-04 20:26:01,309
573,287,login,2025-04-23 08:58:30,439
574,178,click,2026-03-28 11:21:53,402
575,456,view,2024-09-04 13:37:45,568
576,620,login,2025-09-20 03:25:22,508
577,384,purchase,2025-05-09 05:33:57,293
578,515,click,2024-08-28 15:33:45,195
579,457,purchase,2025-05-25 12:25:04,29
580,246,login,2024-07-23 02:09:15,487
581,0,click,,492
582,432,view,2024-10-15 03:38:35,456
583,360,view,2025-10-16 15:38:02,483
584,213,click,2024-10-20 08:15:13,603
585,60,view,2026-01-24 21:07:14,285
586,35,purchase,2026-04-04 17:52:48,519
587,154,purchase,2026-03-06 05:18:09,352
588,251,purchase,2025-07-09 19:29:35,433
589,375,click,2025-09-23 09:15:57,134
590,422,view,2025-08-04 06:47:24,14
591,38,view,2025-12-28 07:49:22,585
592,81,click,2025-07-17 07:28:11,599
593,682,login,2025-01-16 04:06:11,615
594,706,logout,2025-07-30 18:22:08,409
595,322,view,2025-07-05 22:37:39,326
596,515,login,2025-09-18 19:12:35,284
597,412,purchase,2025-12-08 06:21:12,482
598,460,view,2025-02-17 04:11:33,419
599,524,view,2026-04-14 07:44:29,473
600,598,login,2025-10-05 05:15:47,151
601,726,purchase,2025-12-06 07:38:41,378
602,414,logout,2025-12-09 04:10:46,18
603,540,view,2026-03-09 16:49:32,169
604,719,click,,185
605,589,login,2025-01-27 10:22:20,293
606,18,login,2024-08-20 07:13:05,639
607,548,click,2025-12-12 03:02:23,57
608,364,view,2026-01-29 07:08:58,386
609,34,purchase,2025-02-06 06:43:33,250
610,219,view,2024-12-23 21:17:27,513
611,348,login,2026-02-05 16:36:12,310
612,0,purchase,2025-09-09 15:41:51,289
613,0,click,2024-10-25 15:26:53,232
614,517,click,2025-02-27 04:50:49,85
615,551,login,2025-08-17 02:30:04,509
616,491,click,2025-01-05 09:09:50,209
617,376,click,,364
618,527,purchase,2024-06-07 03:29:51,429
619,326,view,2024-11-07 14:41:18,637
620,540,purchase,2025-01-29 09:49:14,122
621,501,purchase,2025-03-08 17:01:33,638
622,635,logout,2026-02-03 13:47:45,78
623,175,logout,2024-12-22 20:56:27,339
624,370,view,2026-01-10 06:06:21,354
625,636,logout,2024-10-03 09:19:32,100
626,602,logout,2025-07-14 07:36:44,586
627,94,view,2026-04-07 22:38:39,201
628,546,purchase,2024-08-27 00:33:57,194
629,266,logout,2024-06-13 06:01:32,178
630,320,view,2024-08-31 09:00:33,379
631,589,click,2025-06-11 14:19:57,54
632,602,view,2025-11-11 18:44:49,528
633,322,click,2025-10-12 17:00:34,90
634,303,view,2025-12-04 20:29:23,86
635,341,purchase,2025-12-07 22:39:57,56
636,65,view,2025-06-13 07:39:52,315
637,0,login,2025-01-05 00:32:44,103
638,49,login,2025-11-01 20:28:43,563
639,311,purchase,2024-07-08 21:11:49,417
640,725,purchase,2025-11-10 06:58:35,311
641,123,click,2025-03-25 04:36:00,101
642,145,logout,2026-03-21 03:30:42,613
643,274,view,2025-02-07 10:05:28,85
644,633,view,,108
645,712,login,2026-05-19 17:24:34,96
646,18,logout,2026-01-30 16:42:35,164
647,681,view,2025-03-29 02:11:04,145
648,428,click,2024-06-10 22:06:36,86
649,649,purchase,2025-09-09 12:23:36,412
650,175,login,2024-09-19 13:00:10,583
651,391,view,2025-11-30 21:24:21,647
652,278,view,2024-06-09 18:09:55,12
653,354,click,2025-09-30 01:43:19,650
654,649,purchase,2024-08-07 07:29:07,136
655,565,view,2025-12-30 10:21:35,162
656,0,login,2025-03-21 11:52:45,274
657,573,login,2025-05-26 08:50:30,261
658,196,view,2025-09-26 07:48:02,359
659,91,click,2024-12-01 17:19:23,46
660,340,logout,2024-07-12 02:22:45,24
661,724,logout,2024-08-17 17:04:20,390
662,45,view,2024-08-13 14:33:52,187
663,0,purchase,2026-01-01 08:15:03,489
