product_id,product_name,category,price,currency,is_active
224,Пасть,Clothing,1014.1800000000001,EUR,True
225,Сходить,Books,233.72,USD,False
226,Головка,Books,1537.77,USD,False
227,Радость,Electronics,367.01,EUR,True
228,Конструкция,Electronics,828.58,USD,True
229,Возмутиться,Sports,483.05,RUB,False
230,Военный,Sports,1898.97,EUR,True
231,Призыв,Electronics,970.92,EUR,True
232,Скользить,Home,496.4,RUB,False
233,Спалить,Books,894.73,EUR,True
234,Ломать,Sports,1565.14,EUR,True
235,Издали,Home,7.0,RUB,True
236,Степь,Sports,6.08,EUR,False
237,Палата,Sports,1998.49,EUR,True
238,Руководитель,Electronics,327.03,EUR,True
239,Посидеть,Clothing,1661.84,USD,False
240,Эффект,Clothing,1768.44,EUR,True
241,Академик,Sports,1326.24,EUR,True
242,Один,Sports,1828.47,EUR,True
243,Наткнуться,Clothing,1803.38,EUR,True
244,Товар,Electronics,1575.67,RUB,False
245,Заплакать,Sports,1346.13,EUR,False
246,Вытаскивать,Electronics,358.49,USD,False
247,Уточнить,Electronics,744.11,EUR,False
248,Изменение,Books,387.07,USD,False
249,Пасть,Sports,1934.76,USD,True
250,О,Home,396.19,RUB,False
251,Свежий,Sports,345.1,RUB,True
252,Прелесть,Home,135.39,RUB,True
253,Ход,Electronics,1762.6,RUB,False
254,Дьявол,Clothing,1362.96,RUB,True
255,Снимать,Clothing,1708.45,EUR,True
256,Вперед,Electronics,1361.95,RUB,True
257,Затянуться,Home,98.69,USD,False
258,Развитый,Electronics,393.24,RUB,True
259,Экзамен,Books,1956.3,USD,True
260,Один,Electronics,661.8,EUR,False
261,Доставать,Home,1617.08,EUR,True
262,Фонарик,Electronics,220.14,EUR,True
263,Монета,Electronics,1887.38,RUB,False
264,Пол,Electronics,1159.97,EUR,False
265,Полюбить,Electronics,1780.72,EUR,True
266,Полоска,Electronics,606.43,RUB,True
267,Смеяться,Clothing,593.36,USD,True
268,Кольцо,Sports,909.56,RUB,True
269,Очередной,Clothing,682.53,RUB,False
270,Один,Electronics,1177.69,RUB,True
271,Заведение,Home,1809.22,EUR,False
272,Соответствие,Electronics,1450.62,USD,True
273,Посвятить,Home,626.78,EUR,True
274,Лететь,Home,299.08,USD,True
275,Выражение,Electronics,119.35,EUR,False
276,Четыре,Electronics,394.84,EUR,True
277,Помимо,Sports,1337.38,RUB,False
278,Чувство,Home,1704.76,EUR,False
279,Снимать,Electronics,328.75,EUR,True
280,Оборот,Clothing,1840.31,RUB,True
281,Бровь,Home,481.84,RUB,False
282,Избегать,Home,414.61,USD,True
283,Изба,Clothing,718.98,USD,False
284,Стакан,Books,837.4200000000001,USD,False
285,Сходить,Books,1439.08,USD,True
286,Наткнуться,Books,356.27,EUR,True
287,Возмутиться,Home,680.07,EUR,True
288,Изменение,Clothing,1882.62,RUB,True
289,Следовательно,Books,241.39,USD,False
290,Нервно,Books,1390.24,USD,True
291,Написать,Books,1709.6,USD,False
292,Второй,Clothing,1746.34,USD,True
293,Нажать,Books,1570.41,RUB,False
294,Бочок,Clothing,1503.86,RUB,False
295,Исследование,Clothing,362.1,RUB,False
296,Бегать,Sports,950.15,RUB,True
297,Бровь,Books,418.36,EUR,True
298,Левый,Home,615.47,EUR,True
299,Приличный,Home,272.99,USD,True
300,Хотеть,Clothing,933.18,EUR,False
301,Житель,Electronics,738.19,USD,False
302,Редактор,Electronics,471.41,EUR,True
303,Находить,Electronics,1572.82,EUR,True
304,Вздрогнуть,Home,1094.32,EUR,False
305,Металл,Sports,385.33,EUR,True
306,Проход,Clothing,1541.3,EUR,True
307,Важный,Books,946.65,EUR,True
308,Сутки,Sports,457.72,RUB,False
309,Армейский,Home,1446.41,USD,False
310,Четко,Clothing,1541.41,RUB,True
311,Выраженный,Electronics,752.53,EUR,False
312,Провал,Clothing,682.95,RUB,False
313,Факультет,Books,837.4200000000001,USD,False
314,Господь,Sports,1138.54,EUR,False
315,Палец,Books,412.39,EUR,True
316,Функция,Home,661.04,USD,True
317,Художественный,Sports,213.1,EUR,True
318,Терапия,Home,377.45,USD,True
319,Вообще,Home,585.76,RUB,True
320,Роса,Books,347.79,USD,True
321,Вытаскивать,Books,1075.22,USD,True
322,Терапия,Books,622.97,RUB,False
323,Услать,Home,1177.05,USD,True
324,Одиннадцать,Sports,1982.21,USD,False
325,Плод,Sports,1821.05,USD,True
326,Скользить,Home,579.38,EUR,True
327,Смертельный,Clothing,833.03,EUR,False
328,Дьявол,Clothing,1822.11,RUB,True
329,Развернуться,Sports,483.19,EUR,True
330,Песня,Clothing,1397.6,EUR,True
331,Уточнить,Home,1990.66,EUR,False
332,Цель,Electronics,333.85,USD,False
333,Устройство,Clothing,765.41,USD,True
334,Прошептать,Clothing,504.96,EUR,False
335,Степь,Clothing,141.13,USD,False
336,Деньги,Electronics,1641.75,RUB,True
337,Провал,Books,358.59,USD,True
338,Какой,Books,1356.38,RUB,True
339,Выраженный,Electronics,1785.91,RUB,True
340,Постоянный,Electronics,784.28,USD,False
341,Задержать,Books,1535.39,USD,True
342,Песенка,Books,837.4200000000001,RUB,True
343,Экзамен,Books,445.03,RUB,True
344,Табак,Home,92.8,RUB,True
345,Тюрьма,Clothing,1251.22,USD,True
346,Умолять,Clothing,431.49,RUB,False
347,Витрина,Home,28.9,RUB,False
348,Граница,Sports,92.66,EUR,True
349,Сомнительный,Sports,1426.5,USD,False
350,Возмутиться,Clothing,1918.27,RUB,True
351,Парень,Home,667.43,RUB,False
352,Важный,Clothing,1014.1800000000001,EUR,True
353,Применяться,Electronics,1009.32,RUB,True
354,Расстегнуть,Sports,621.15,USD,True
355,Сохранять,Clothing,279.42,USD,True
356,Спасть,Clothing,479.94,RUB,False
357,Упорно,Electronics,272.86,RUB,False
358,Наслаждение,Home,1297.85,EUR,True
359,Войти,Books,415.61,RUB,True
360,Холодно,Clothing,1218.09,RUB,True
361,Манера,Electronics,133.91,RUB,True
362,Свежий,Sports,1876.86,USD,True
363,Хотеть,Books,1017.31,RUB,True
364,Беспомощный,Home,493.63,RUB,False
365,Помимо,Clothing,1935.61,USD,False
366,Спасть,Sports,799.5,RUB,False
367,Юный,Electronics,1521.85,EUR,False
368,Неожиданный,Sports,1708.81,RUB,True
369,Изба,Home,1107.94,EUR,False
370,Гулять,Books,753.42,RUB,False
371,Необычный,Sports,395.45,RUB,False
372,Функция,Home,985.45,EUR,False
373,Демократия,Electronics,619.08,USD,False
374,Сбросить,Home,1864.6,RUB,False
375,Трубка,Electronics,1021.67,RUB,False
376,Песенка,Electronics,1853.4,EUR,True
377,Умолять,Clothing,1396.46,RUB,True
378,Пересечь,Books,512.3,USD,True
379,Господь,Clothing,1543.09,RUB,True
380,Сынок,Clothing,1039.48,EUR,False
381,Рот,Sports,1003.79,EUR,False
382,Спешить,Electronics,1506.16,RUB,False
383,Стакан,Clothing,1629.38,RUB,False
384,Гулять,Electronics,17.81,USD,False
385,Космос,Books,1052.3,USD,False
386,Зато,Sports,376.87,USD,False
387,Остановить,Books,1136.35,USD,False
388,Сходить,Sports,1965.98,USD,True
389,Зачем,Electronics,164.22,EUR,True
390,Правление,Electronics,1173.36,USD,True
391,Полюбить,Electronics,535.83,USD,True
392,Сохранять,Home,857.08,EUR,False
393,Сверкать,Home,1515.04,EUR,True
394,Желание,Electronics,1882.28,EUR,False
395,Райком,Clothing,1014.1800000000001,RUB,True
396,Банда,Books,56.23,EUR,False
397,Ягода,Clothing,1238.61,RUB,True
398,Провинция,Home,11.24,USD,False
399,Запеть,Clothing,1747.5,USD,False
400,Багровый,Clothing,803.33,EUR,True
401,Слать,Books,1469.88,RUB,True
402,Виднеться,Sports,260.08,EUR,True
403,Фонарик,Sports,1793.34,USD,True
404,Космос,Electronics,427.22,USD,False
405,Холодно,Home,857.08,EUR,False
406,Беспомощный,Electronics,444.65,RUB,True
407,Мусор,Home,1845.86,USD,True
408,Бак,Clothing,1289.75,RUB,False
409,Призыв,Electronics,1617.85,USD,True
410,Решетка,Electronics,683.77,RUB,False
411,Мелочь,Electronics,259.2,EUR,True
412,Нажать,Clothing,1182.17,EUR,False
413,Бетонный,Sports,1596.05,RUB,True
414,Анализ,Home,857.08,USD,False
415,Расстегнуть,Sports,1675.25,EUR,True
416,Разуметься,Electronics,1495.38,RUB,False
417,Аж,Sports,621.24,EUR,True
418,Господь,Home,992.58,USD,True
419,Рабочий,Electronics,1696.9,USD,False
420,Строительство,Books,1456.15,USD,False
421,Реклама,Clothing,678.13,EUR,True
422,Деньги,Books,1058.05,RUB,False
423,Факультет,Electronics,199.15,RUB,False
424,Постоянный,Clothing,917.78,EUR,True
425,Возмутиться,Electronics,423.48,EUR,True
426,Функция,Clothing,1358.24,RUB,True
427,Четко,Books,1852.34,USD,True
428,Пробовать,Books,1960.65,RUB,False
429,Граница,Home,493.78,RUB,True
430,Стакан,Electronics,1307.33,EUR,False
431,Господь,Electronics,554.06,USD,True
432,Дорогой,Books,248.49,USD,False
433,Слишком,Books,551.08,EUR,False
434,Пасть,Books,1999.91,USD,False
435,Еврейский,Books,131.68,EUR,True
436,Плясать,Sports,790.62,EUR,True
437,Налево,Electronics,1040.21,USD,True
438,Направо,Sports,365.43,EUR,False
439,Зато,Books,250.48,USD,False
440,Сходить,Sports,1703.64,EUR,False
441,Совещание,Electronics,1932.72,USD,False
442,Кпсс,Home,97.1,RUB,False
443,Слать,Home,284.01,RUB,True
444,Изучить,Electronics,1377.42,USD,True
445,Пища,Sports,602.92,RUB,True
446,Чем,Clothing,1185.61,USD,False
447,Зато,Clothing,525.05,USD,False
448,Мелькнуть,Books,1354.67,USD,False
449,Пастух,Home,1990.74,RUB,True
450,Сынок,Clothing,842.27,EUR,True
451,Плод,Sports,1928.22,USD,False
452,Упорно,Home,136.59,EUR,True
453,Кузнец,Clothing,1738.37,USD,False
454,Снимать,Sports,1903.81,RUB,False
455,Освобождение,Home,1179.71,RUB,False
456,Крыса,Books,1105.33,EUR,False
457,Строительство,Sports,365.44,RUB,False
458,Прелесть,Sports,956.34,RUB,True
459,Сохранять,Home,1316.84,USD,False
460,Ручей,Clothing,1416.47,USD,False
461,Изображать,Home,1972.56,EUR,True
462,Миллиард,Clothing,613.85,EUR,True
463,Выражаться,Electronics,1271.18,USD,True
464,Холодно,Electronics,173.75,EUR,True
465,Предоставить,Sports,961.91,RUB,True
466,Дремать,Electronics,813.92,RUB,False
467,Дыхание,Sports,1406.67,RUB,True
468,Возбуждение,Sports,1216.71,USD,True
469,Конференция,Electronics,154.87,EUR,False
470,Вздрогнуть,Books,761.29,RUB,True
471,Налоговый,Electronics,583.68,RUB,False
472,Болото,Sports,438.84,USD,False
473,Очко,Electronics,1785.53,RUB,False
474,Рот,Books,660.46,EUR,False
475,Деньги,Sports,22.68,RUB,True
476,Боец,Home,824.38,USD,False
477,Инвалид,Books,793.74,RUB,False
478,Дальний,Books,221.85,USD,False
479,Приличный,Books,837.4200000000001,USD,True
480,Бегать,Home,573.38,USD,True
481,Куча,Home,1334.08,USD,False
482,Бетонный,Books,980.69,EUR,False
483,Развернуться,Clothing,1006.21,USD,True
484,Приходить,Home,1915.57,RUB,True
485,Войти,Home,1535.93,EUR,True
486,Разводить,Clothing,871.49,USD,True
487,Даль,Electronics,1459.85,EUR,True
488,Кожа,Electronics,1334.33,RUB,True
489,Ответить,Books,381.39,USD,True
490,Выразить,Books,268.93,EUR,True
491,Выкинуть,Clothing,1234.85,RUB,False
492,Передо,Clothing,1401.82,EUR,True
493,Вздрагивать,Home,1022.18,EUR,False
494,Бегать,Electronics,1886.28,USD,True
495,Пол,Home,6.07,EUR,False
496,Ярко,Clothing,1817.42,EUR,False
497,Заработать,Sports,612.19,USD,False
498,Сомнительный,Sports,724.33,RUB,False
499,Казнь,Electronics,480.31,USD,True
500,Роса,Books,1260.97,USD,False
501,Научить,Home,1851.37,EUR,False
502,Плясать,Electronics,1979.34,USD,True
503,Ведь,Sports,839.33,EUR,False
504,Передо,Electronics,899.72,EUR,False
505,Школьный,Books,1049.91,RUB,False
506,Уточнить,Sports,1394.93,USD,True
507,Запустить,Sports,1482.73,USD,True
508,Анализ,Clothing,878.3,EUR,False
509,Мучительно,Sports,1046.31,RUB,True
510,Смелый,Sports,1758.91,EUR,False
511,Возможно,Electronics,1705.69,USD,True
512,Сбросить,Books,96.0,EUR,True
513,Четыре,Books,544.52,USD,True
514,Неправда,Home,7.79,EUR,True
515,Увеличиваться,Books,1893.12,EUR,False
516,Виднеться,Home,652.65,USD,False
517,Ставить,Sports,357.59,USD,False
518,Висеть,Sports,1891.58,RUB,True
519,Плод,Sports,1634.61,RUB,False
520,Радость,Home,315.5,USD,False
521,Один,Books,191.91,USD,False
522,Кожа,Home,1886.99,USD,True
523,Ученый,Books,1635.91,USD,False
524,Беспомощный,Electronics,494.28,RUB,True
525,Коммунизм,Clothing,1454.9,EUR,True
526,Точно,Electronics,1040.21,USD,True
527,Провинция,Sports,1541.38,USD,True
528,Покидать,Home,1915.45,RUB,True
529,Направо,Clothing,408.63,USD,False
530,Командующий,Home,666.85,RUB,True
531,Страсть,Electronics,47.31,RUB,False
532,Провал,Clothing,287.96,EUR,True
533,Передо,Clothing,709.85,RUB,True
534,Провинция,Home,986.18,EUR,True
535,Заявление,Electronics,1233.32,USD,True
536,Коллектив,Clothing,360.25,USD,False
537,Пропадать,Home,1251.39,EUR,False
538,Поймать,Electronics,1866.1,USD,True
539,Отдел,Clothing,1556.68,RUB,False
540,Мальчишка,Home,1630.23,USD,True
541,Командование,Home,649.49,EUR,False
542,Да,Home,850.54,USD,True
543,Разнообразный,Clothing,769.45,RUB,True
544,Беспомощный,Sports,772.33,RUB,True
545,Вообще,Electronics,1407.67,EUR,False
546,Эпоха,Home,1915.44,EUR,True
547,Металл,Clothing,592.92,USD,True
548,Сомнительный,Books,1656.5,EUR,True
549,Неудобно,Electronics,1393.76,RUB,True
550,Изменение,Books,956.27,EUR,True
551,Ломать,Clothing,162.59,USD,True
552,Набор,Home,942.18,EUR,False
553,Пространство,Electronics,1446.5,EUR,True
554,Теория,Books,316.0,RUB,True
555,Кидать,Clothing,26.68,RUB,False
556,Трубка,Clothing,1838.7,USD,False
557,Зима,Books,1946.38,RUB,True
558,Тусклый,Sports,803.8,RUB,True
559,Ребятишки,Clothing,1634.03,EUR,True
560,Упор,Home,114.07,USD,True
561,Помолчать,Electronics,160.23,USD,False
562,Освобождение,Electronics,329.71,EUR,True
563,Непривычный,Home,1105.62,USD,True
564,Беспомощный,Home,1129.66,USD,False
565,Редактор,Clothing,21.92,RUB,True
566,Передо,Books,632.37,RUB,True
567,Ручей,Sports,665.98,USD,True
568,Сохранять,Electronics,1176.42,EUR,True
569,Хлеб,Electronics,307.32,RUB,True
570,Выраженный,Books,1769.38,RUB,False
571,Спорт,Sports,897.72,EUR,True
572,Близко,Books,1781.91,RUB,True
573,Второй,Electronics,1916.24,USD,True
574,Забирать,Electronics,1533.8,EUR,True
575,Социалистический,Electronics,912.34,EUR,False
576,Цепочка,Clothing,709.97,EUR,False
577,Призыв,Books,1957.08,USD,False
578,Второй,Sports,83.99,RUB,True
579,Написать,Home,884.45,EUR,True
580,Неожиданный,Electronics,1365.99,RUB,True
581,За,Electronics,1483.38,USD,True
582,Песня,Electronics,584.87,USD,False
583,Волк,Clothing,1748.95,RUB,False
584,Висеть,Clothing,222.69,EUR,True
585,Упорно,Sports,806.03,EUR,True
586,Пространство,Electronics,1406.07,RUB,True
587,Сходить,Sports,1897.32,USD,False
588,Теория,Clothing,129.49,USD,True
589,Лететь,Clothing,1014.1800000000001,EUR,False
590,Еврейский,Clothing,1273.2,USD,False
591,Изображать,Books,1748.18,RUB,False
592,Июнь,Clothing,372.24,EUR,False
593,Прежде,Clothing,333.24,RUB,True
594,Ленинград,Sports,1931.35,EUR,True
595,Невозможно,Sports,1124.01,RUB,True
596,Житель,Home,650.85,USD,True
597,Сынок,Home,1793.52,USD,False
598,Точно,Books,529.29,RUB,False
599,Премьера,Books,1279.64,EUR,True
600,Пасть,Books,1203.88,RUB,True
