order_id,customer_id,order_timestamp,status,currency,total_amount
77,0,2024-06-07 11:41:29,cancelled,USD,1256.22
78,581,2025-01-04 03:46:58,processing,USD,191.97
79,151,2025-12-08 18:52:48,cancelled,RUB,946.98
80,499,2025-10-27 08:09:46,processing,USD,232.39
81,127,2024-12-13 14:28:40,cancelled,USD,730.44
82,142,2025-12-06 12:39:00,completed,RUB,1680.05
83,731,2025-09-09 04:43:12,completed,USD,443.4
84,33,2024-05-30 23:47:50,cancelled,USD,868.24
85,612,2024-10-04 16:12:21,cancelled,USD,1212.4499999999998
86,139,2026-03-15 17:33:11,cancelled,RUB,155.82
87,559,2025-10-29 03:10:32,processing,RUB,228.24
88,321,2025-05-28 19:49:27,cancelled,EUR,718.53
89,421,2025-08-05 17:45:16,completed,EUR,479.17
90,630,2026-01-09 02:30:08,processing,USD,1304.9
91,580,2025-08-09 04:22:15,cancelled,RUB,286.84
92,531,2025-06-19 13:11:29,cancelled,RUB,142.39
93,609,2025-03-03 22:04:35,processing,USD,1393.56
94,599,2025-01-14 04:32:14,processing,RUB,353.77
95,508,2025-06-02 12:59:28,cancelled,EUR,314.88
96,639,2026-02-01 18:16:17,completed,USD,84.98
97,254,2025-05-22 08:39:11,cancelled,USD,1137.35
98,415,2025-07-23 19:28:34,processing,RUB,844.88
99,698,2024-11-29 18:47:11,completed,RUB,221.85
100,146,2025-05-09 09:51:28,completed,RUB,521.28
101,488,2024-12-06 16:09:32,processing,EUR,479.95
102,282,2026-02-25 00:07:38,completed,EUR,237.34
103,291,2025-03-13 00:28:18,cancelled,USD,294.46
104,44,2024-07-24 16:52:25,cancelled,RUB,478.54
105,10,2025-07-09 08:11:57,cancelled,RUB,566.4
106,526,2025-02-04 08:04:09,cancelled,RUB,994.23
107,733,2025-03-24 02:52:08,cancelled,USD,1387.5
108,484,2026-05-10 13:46:51,completed,RUB,1949.75
109,715,2026-01-22 01:29:38,completed,EUR,889.1999999999999
110,31,2025-02-20 16:59:27,cancelled,EUR,335.98
111,238,2024-08-12 13:11:37,cancelled,USD,123.32
112,66,2025-05-26 09:03:41,cancelled,USD,424.93
113,622,,cancelled,RUB,334.74
114,137,2025-03-31 04:56:45,processing,EUR,211.8
115,293,2025-11-10 13:13:15,processing,USD,1635.12
116,25,2026-01-13 21:40:34,cancelled,USD,52.58
117,418,2026-04-20 23:35:56,cancelled,RUB,302.4
118,195,2025-01-29 11:54:39,processing,EUR,1021.68
119,142,2024-11-12 23:50:58,completed,RUB,1753.0
120,530,2024-11-10 02:17:03,completed,RUB,70.44
121,230,2026-04-27 05:16:40,completed,EUR,603.9300000000001
122,295,2025-03-21 17:24:27,cancelled,RUB,2332.95
123,634,2026-01-15 10:07:41,completed,EUR,295.56
124,347,2025-05-22 13:19:40,processing,RUB,78.25
125,64,2024-06-30 04:32:38,cancelled,RUB,2265.6
126,73,2026-01-05 16:08:09,completed,RUB,2326.95
127,278,2025-06-11 06:46:36,cancelled,RUB,1034.92
128,490,2025-02-16 17:19:12,completed,USD,41.02
129,548,2024-10-10 05:33:46,cancelled,USD,280.72
130,713,2024-07-28 03:23:12,processing,EUR,387.55
131,377,2025-03-15 15:56:30,completed,USD,126.7
132,233,2024-12-07 21:59:01,completed,USD,1441.6999999999998
133,79,2024-06-30 02:15:14,processing,EUR,94.26
134,251,2024-07-24 18:10:54,completed,USD,978.24
135,257,2025-11-15 21:10:09,processing,USD,1349.52
136,310,2024-12-16 14:03:33,cancelled,USD,1307.4
137,327,2025-11-14 17:50:07,cancelled,EUR,179.85
138,287,2024-07-27 02:02:58,completed,RUB,614.8
139,126,2025-03-12 13:19:35,processing,USD,55.16
140,465,,cancelled,RUB,142.45
141,87,2024-11-22 10:03:57,cancelled,EUR,1010.92
142,46,2024-06-21 18:11:12,completed,RUB,1083.68
143,555,2026-01-20 17:47:18,processing,EUR,1898.45
144,222,2026-04-27 02:30:56,completed,EUR,1113.5
145,567,2026-02-01 16:38:24,cancelled,RUB,1292.01
146,587,2025-07-30 06:35:05,processing,EUR,268.95000000000005
147,244,,cancelled,USD,155.73
148,346,2026-04-16 09:29:43,processing,RUB,561.6899999999999
149,0,2025-12-23 08:43:40,cancelled,USD,1258.92
150,18,2025-10-25 02:44:55,cancelled,RUB,735.9000000000001
151,60,2025-12-12 07:34:25,completed,USD,1401.05
152,265,2025-01-02 21:37:59,completed,RUB,289.36
153,633,2024-08-31 00:40:39,processing,RUB,100.29
154,0,2025-10-07 08:23:37,completed,EUR,476.33
155,695,2024-06-26 06:58:28,cancelled,RUB,1809.9
156,112,2026-03-04 14:51:16,processing,USD,239.75
157,381,2025-11-30 22:33:38,completed,EUR,324.52
158,335,2026-02-01 06:35:02,cancelled,EUR,1798.88
159,0,2024-09-12 20:13:58,completed,RUB,1397.5500000000002
160,624,2025-04-18 02:42:29,completed,RUB,1969.5
161,388,2025-06-10 05:09:07,completed,RUB,393.46
162,230,2026-01-13 00:37:05,processing,RUB,1848.1999999999998
163,53,2024-07-14 11:16:09,processing,EUR,1130.5
164,301,2024-11-20 00:21:21,processing,EUR,369.42
165,247,2024-11-15 19:59:58,processing,EUR,749.28
166,79,2026-01-27 07:15:51,processing,EUR,614.35
167,129,2025-08-10 23:00:21,processing,RUB,1361.24
168,267,2024-10-05 21:09:23,completed,EUR,49.94
169,590,2025-12-16 11:43:48,completed,EUR,901.88
170,124,2024-07-04 00:43:16,cancelled,USD,1496.0
171,25,2025-10-14 16:25:35,cancelled,RUB,524.6
172,363,2025-05-05 21:19:11,cancelled,USD,717.74
173,606,2025-08-07 19:03:56,cancelled,EUR,46.14
174,646,2025-04-13 13:02:20,processing,RUB,1143.75
175,188,2026-01-30 17:19:42,processing,USD,255.3
176,379,2024-09-30 18:11:24,cancelled,RUB,674.73
177,100,2025-10-30 11:46:58,processing,RUB,286.42
178,437,2026-03-12 13:45:39,cancelled,USD,954.44
179,532,2025-10-25 11:42:13,completed,EUR,176.22
180,295,2025-09-29 23:52:34,completed,EUR,302.7
181,238,2025-09-18 07:05:05,completed,RUB,561.12
182,613,2025-04-08 09:35:44,cancelled,USD,1367.8999999999999
183,27,2026-01-15 23:42:13,completed,EUR,1094.95
184,465,2025-08-02 15:32:50,cancelled,EUR,227.76
185,89,2025-11-29 12:19:55,processing,USD,484.54
186,77,2025-07-02 04:27:43,processing,RUB,696.5999999999999
187,76,2024-09-23 19:47:51,cancelled,RUB,222.36
188,195,2025-01-13 06:57:11,completed,RUB,475.1
189,141,2025-05-22 19:12:56,completed,EUR,679.88
190,497,2024-08-15 06:28:06,processing,RUB,223.74
191,741,,processing,RUB,250.44
192,0,2026-02-22 20:57:33,processing,RUB,981.7
193,358,2025-10-22 22:54:11,processing,USD,880.34
194,497,2025-10-12 22:32:36,completed,EUR,924.95
195,225,2025-01-18 13:40:18,completed,EUR,646.8
196,679,2024-11-10 12:08:51,processing,EUR,1001.0999999999999
197,132,2026-03-15 09:35:27,completed,RUB,1218.08
198,298,2025-06-17 01:44:38,processing,EUR,159.16
199,326,2025-12-12 08:17:10,cancelled,USD,821.4
200,746,2025-08-25 21:36:30,processing,EUR,161.17
201,171,2024-07-06 21:06:12,cancelled,RUB,474.46
202,133,,cancelled,USD,403.18
203,567,2024-08-17 22:28:14,processing,USD,374.86
204,406,2024-07-06 17:20:27,completed,EUR,912.44
205,567,2024-06-21 23:12:00,processing,RUB,424.29
206,408,2026-04-01 21:38:04,processing,USD,473.15999999999997
207,0,2026-04-16 19:33:10,completed,USD,1324.36
208,79,2024-07-14 18:46:24,processing,RUB,79.52
209,156,2025-09-26 22:48:33,cancelled,RUB,420.8
210,436,,processing,USD,704.58
211,591,2026-03-20 06:39:06,cancelled,EUR,118.9
212,495,2025-07-04 22:22:06,processing,USD,649.3000000000001
213,404,2024-10-23 14:42:10,cancelled,RUB,231.61
214,238,2024-11-07 03:04:13,processing,EUR,324.98
215,86,2025-02-03 05:15:18,cancelled,USD,1203.08
216,632,2024-08-29 12:33:18,cancelled,USD,1913.4
217,422,2024-06-07 12:17:40,processing,RUB,55.78
218,417,2025-03-24 01:55:25,cancelled,EUR,759.94
219,321,2024-08-26 01:23:56,processing,RUB,1429.4
220,84,2024-06-03 07:51:48,processing,USD,194.09
221,125,2025-02-27 04:51:18,completed,EUR,29.14
222,642,2025-09-15 14:00:09,completed,USD,1074.4499999999998
223,446,2026-04-17 17:35:09,processing,RUB,798.06
224,666,2024-09-03 01:46:21,processing,RUB,806.76
225,620,2025-07-06 22:40:26,completed,RUB,1392.81
226,537,2025-08-26 20:29:02,completed,USD,641.97
227,6,2024-08-08 20:07:49,completed,EUR,273.49
228,640,2026-04-06 22:52:01,processing,USD,965.4300000000001
229,15,2024-12-05 00:47:34,processing,EUR,1185.56
230,413,2024-06-14 23:45:54,processing,USD,95.92
231,222,2025-02-13 09:44:40,processing,RUB,72.09
232,393,2025-07-05 21:17:33,processing,RUB,1531.6999999999998
233,485,,completed,USD,989.3
234,147,2025-05-17 09:16:54,processing,USD,144.35999999999999
235,451,2024-11-05 06:23:21,processing,USD,765.54
236,403,2025-01-25 19:01:01,processing,RUB,735.8
237,81,2024-09-18 04:11:01,cancelled,EUR,946.58
238,574,2025-06-21 14:31:01,processing,RUB,1037.49
239,357,2026-03-19 16:06:36,completed,EUR,1550.64
240,632,2025-06-08 09:46:59,completed,USD,394.8
241,453,2024-10-09 20:20:05,cancelled,USD,810.45
242,515,2024-12-03 04:37:05,cancelled,RUB,327.14
243,45,2025-01-22 21:58:28,processing,RUB,949.14
244,483,2026-04-27 22:34:06,completed,RUB,380.6
245,40,2026-05-07 07:48:25,completed,USD,711.52
246,430,2025-07-16 07:42:17,completed,USD,1289.44
247,558,2025-05-18 00:17:52,processing,EUR,1856.75
248,174,2025-01-25 03:55:58,cancelled,RUB,789.03
249,684,2024-07-27 21:24:42,completed,EUR,411.4
250,0,2024-05-26 13:31:05,cancelled,RUB,1052.65
251,281,2024-11-03 05:18:11,processing,RUB,1153.6
252,475,2025-08-15 11:36:09,processing,USD,734.96
253,642,2024-09-08 17:33:57,completed,EUR,116.59
254,742,2025-01-26 10:56:07,cancelled,RUB,752.46
255,55,2025-03-29 22:25:02,completed,EUR,236.43
256,193,2024-12-28 05:27:39,completed,EUR,411.24
257,502,2025-01-13 09:24:38,completed,RUB,1151.7
258,600,2025-03-18 04:08:39,processing,EUR,993.88
259,699,2024-07-22 05:57:58,completed,RUB,1401.45
260,526,2025-12-09 18:12:37,processing,USD,551.24
261,647,2024-08-22 14:33:17,processing,RUB,841.35
262,603,2024-07-28 06:00:50,cancelled,USD,318.44
263,487,2025-04-23 14:36:41,completed,EUR,101.68
264,479,2025-12-22 02:57:46,processing,EUR,1626.08
265,712,2024-06-15 11:33:33,cancelled,EUR,267.52
266,495,2025-11-08 18:40:38,cancelled,RUB,767.9
267,437,2024-06-09 12:27:40,completed,USD,1202.44
268,308,2024-08-24 11:29:22,completed,RUB,536.25
269,680,2026-04-01 17:16:03,cancelled,USD,161.54
270,406,,cancelled,USD,216.4
271,83,2025-06-20 14:34:44,processing,USD,216.72
272,569,2025-03-16 22:07:47,processing,USD,352.28
273,704,2025-06-01 05:00:46,completed,EUR,1350.12
274,397,2024-10-12 11:40:32,processing,EUR,411.88
275,748,2026-05-02 22:23:00,completed,EUR,225.55
276,228,2026-03-19 00:01:23,completed,EUR,381.74
277,626,2024-09-10 11:55:03,completed,USD,326.33
278,46,2025-09-10 18:39:35,completed,USD,594.5699999999999
279,292,2025-10-17 03:31:24,completed,EUR,108.28
280,408,2026-01-28 09:06:56,processing,EUR,1620.2
281,415,,processing,RUB,219.24
282,0,2025-12-30 22:03:00,cancelled,USD,868.0
283,265,2025-04-23 22:03:33,processing,EUR,1024.04
284,374,2024-12-23 22:02:08,completed,EUR,1082.16
285,8,2024-08-07 04:58:00,processing,RUB,681.7
286,466,2026-04-19 03:51:00,cancelled,EUR,69.56
287,52,2025-11-27 14:56:49,completed,RUB,655.77
288,556,2025-09-14 03:02:19,processing,EUR,74.32
289,37,2024-11-17 12:17:24,completed,EUR,270.32
290,87,2025-06-21 03:29:25,cancelled,EUR,640.26
291,470,2025-03-14 05:28:31,cancelled,USD,1444.1999999999998
292,0,2026-01-27 07:05:31,cancelled,RUB,197.14
293,653,2025-07-12 13:09:13,processing,RUB,100.13
294,669,2024-11-09 04:34:29,cancelled,USD,1931.72
295,311,2025-08-12 21:05:17,processing,USD,700.38
296,485,2026-01-24 12:05:25,processing,USD,1127.91
297,0,2025-11-17 22:02:44,cancelled,EUR,684.64
298,0,2024-08-20 10:16:22,processing,EUR,289.28
299,326,2026-03-29 17:26:48,processing,RUB,354.96
300,730,2025-10-05 13:34:13,cancelled,EUR,1284.16
301,488,,cancelled,EUR,499.86
302,511,2025-12-12 16:55:50,completed,USD,541.16
303,647,2025-08-13 15:08:24,cancelled,RUB,111.7
304,299,2025-04-05 19:43:06,completed,RUB,97.96
305,640,2026-01-14 07:40:00,processing,EUR,378.18
306,503,2026-02-01 07:58:13,completed,RUB,372.65
307,406,2025-02-07 09:01:17,processing,USD,758.9
308,419,2025-06-26 06:26:09,completed,EUR,733.25
309,681,2024-09-30 11:56:24,completed,RUB,768.39
310,414,2024-11-23 04:42:05,cancelled,USD,347.64
311,4,2024-07-10 01:16:50,cancelled,RUB,1326.12
312,595,2024-09-06 02:44:52,completed,USD,410.2
313,142,2024-11-17 21:29:55,completed,RUB,303.79
314,333,2025-01-30 02:53:28,processing,EUR,1381.36
315,616,2024-11-21 09:02:00,cancelled,USD,1302.75
316,378,2025-12-05 04:59:49,completed,USD,1876.8
317,301,2025-09-29 19:46:51,cancelled,USD,1179.8999999999999
318,248,2024-10-31 15:03:24,completed,RUB,1621.3999999999999
319,251,2024-11-10 08:53:48,processing,RUB,376.82
320,482,2024-09-21 11:13:16,completed,RUB,1916.84
321,733,2025-08-12 12:11:26,processing,EUR,1801.15
322,62,2026-04-26 06:28:07,processing,RUB,188.05
323,666,2024-11-14 05:56:07,completed,EUR,81.53
324,740,2025-12-23 17:39:44,completed,USD,238.68
325,271,2024-07-08 11:34:56,completed,RUB,234.54
326,267,2025-05-15 02:31:04,processing,RUB,1187.43
327,282,2025-11-27 20:08:34,cancelled,USD,531.34
328,578,2025-11-12 11:10:17,processing,EUR,576.28
329,451,2024-12-31 05:39:33,cancelled,EUR,163.6
330,653,2025-04-30 20:13:55,cancelled,RUB,792.25
331,373,2026-04-21 10:54:11,cancelled,RUB,1044.3000000000002
332,660,2025-01-16 16:34:01,processing,EUR,799.3199999999999
333,174,2026-01-29 06:18:42,cancelled,USD,1798.4
334,231,2024-11-05 07:28:43,processing,RUB,924.69
335,202,2024-05-31 07:57:22,processing,RUB,421.59
336,208,2026-04-23 13:41:35,cancelled,RUB,476.49
337,567,2024-11-29 00:25:54,processing,USD,2187.9
338,536,2024-09-05 02:38:27,completed,RUB,695.9
339,707,2026-02-08 16:59:47,processing,EUR,701.1
340,195,2025-05-06 08:39:08,completed,USD,532.1
341,250,2025-03-19 17:25:34,processing,USD,232.6
342,75,2025-09-02 05:19:35,processing,USD,243.26
343,221,2025-07-15 22:13:46,processing,USD,295.04
344,200,2025-05-02 03:15:54,processing,EUR,1984.8
345,278,2025-05-18 07:28:32,cancelled,EUR,1234.05
346,545,2025-09-11 12:25:21,completed,RUB,1282.5
347,187,2026-03-04 07:26:16,completed,USD,1202.75
348,443,2025-11-29 11:19:54,completed,RUB,711.16
349,199,2026-02-09 01:20:56,processing,EUR,321.06
350,484,2024-11-08 04:03:27,cancelled,RUB,565.2
351,161,2025-08-01 02:43:00,cancelled,RUB,855.32
352,529,2025-12-08 03:35:40,cancelled,EUR,1568.32
353,484,2025-05-06 19:17:35,processing,EUR,243.12
354,323,2024-12-30 14:58:30,completed,USD,1534.88
355,419,2025-04-23 00:58:45,completed,USD,1543.4
356,678,2024-07-11 21:38:37,cancelled,EUR,64.80000000000001
357,572,2024-10-23 05:27:16,completed,EUR,625.2
358,77,2025-03-11 00:29:53,completed,RUB,1885.32
359,676,2026-03-03 10:39:42,cancelled,RUB,529.68
360,61,2025-03-16 11:17:52,completed,EUR,820.71
361,484,2025-12-22 17:22:10,completed,RUB,1466.46
362,155,2024-09-21 10:18:22,processing,USD,265.59999999999997
363,560,2025-11-18 15:27:17,completed,RUB,2052.4
364,70,2025-06-07 03:08:54,processing,EUR,1437.09
365,220,2024-09-25 08:03:08,cancelled,USD,749.92
366,619,,cancelled,EUR,324.7
367,50,2025-12-18 18:39:04,completed,RUB,965.0
368,517,2025-09-30 10:29:37,processing,RUB,1255.4
369,69,2025-05-23 00:36:59,processing,RUB,1962.45
370,90,2026-03-26 19:54:32,cancelled,RUB,756.86
371,477,2024-05-25 09:49:13,processing,USD,657.44
372,590,2024-08-25 16:12:46,cancelled,EUR,1783.2
373,7,2025-09-28 09:39:54,cancelled,EUR,120.36
374,229,2024-10-26 14:15:25,processing,RUB,1171.5
375,364,2026-03-07 18:00:56,cancelled,USD,423.9
376,186,2024-07-18 15:44:12,completed,RUB,391.94
377,336,2024-12-28 14:26:55,cancelled,USD,217.66
378,239,2025-11-12 06:14:38,cancelled,EUR,70.14
379,27,2025-03-26 05:14:05,cancelled,EUR,392.8
380,204,2025-07-23 02:03:28,processing,USD,55.5
381,742,2025-08-19 11:17:48,cancelled,EUR,137.96
382,325,2025-09-12 06:13:43,cancelled,EUR,401.9
383,521,2024-12-31 03:18:39,completed,EUR,196.21
384,364,2025-06-24 20:15:33,completed,RUB,222.73
385,719,2024-12-20 09:45:09,processing,USD,1756.84
386,663,2025-04-16 02:31:48,processing,USD,193.82
387,160,2025-01-16 21:36:42,cancelled,USD,39.98
388,633,2026-03-31 23:44:25,processing,RUB,191.14
389,685,2024-06-20 23:42:54,completed,USD,395.41
390,314,2025-07-29 18:43:19,cancelled,USD,944.22
391,30,2025-06-12 10:42:51,cancelled,USD,915.3
392,613,2024-07-01 16:35:23,cancelled,USD,17.32
393,68,2025-03-05 20:27:13,completed,RUB,1718.04
394,618,,cancelled,EUR,960.2
395,673,2025-06-28 14:30:24,completed,RUB,244.12
396,129,2025-04-24 20:58:29,processing,USD,241.04
397,414,2024-12-29 01:57:27,cancelled,USD,241.7
398,728,2025-09-28 06:39:23,cancelled,EUR,1316.3999999999999
399,433,2026-04-23 10:43:59,completed,EUR,376.49
400,203,,cancelled,USD,419.34
401,0,2025-06-11 00:17:34,cancelled,RUB,306.0
402,220,2025-03-25 06:00:52,cancelled,EUR,270.92
403,346,2026-01-10 23:31:38,cancelled,EUR,1216.26
404,680,2025-04-25 12:30:28,processing,EUR,694.0
405,27,2025-10-25 02:47:47,processing,USD,975.58
406,730,2024-11-13 04:33:32,processing,RUB,695.28
407,187,2025-07-25 17:57:57,completed,RUB,527.4499999999999
408,204,2025-09-22 06:41:23,processing,RUB,1960.8500000000001
409,49,2025-08-28 16:00:37,cancelled,RUB,699.82
410,163,2025-07-14 09:44:10,processing,RUB,604.35
411,625,2025-02-17 13:01:00,cancelled,EUR,479.94
412,535,2024-09-02 10:06:07,completed,RUB,670.96
413,77,2025-09-27 20:11:37,processing,RUB,336.87
414,69,2025-02-20 12:21:36,cancelled,USD,491.32
415,164,2025-04-12 06:09:13,completed,EUR,263.6
416,283,2025-02-02 03:41:55,cancelled,USD,2363.65
417,146,2025-03-17 06:20:48,processing,RUB,322.01
418,106,2025-04-05 16:26:16,processing,EUR,667.22
419,625,2025-01-30 01:54:30,cancelled,USD,1316.6100000000001
420,116,2024-11-29 04:07:33,cancelled,RUB,878.72
421,231,2025-12-08 13:07:27,processing,EUR,2401.35
422,507,2024-12-03 23:15:59,processing,USD,151.04
423,283,2025-02-14 11:05:55,completed,EUR,646.89
424,14,2026-05-17 14:53:41,cancelled,USD,594.06
425,682,2025-06-27 07:09:19,processing,RUB,1138.92
426,532,2025-07-10 14:42:15,processing,RUB,304.81
427,98,2025-07-21 07:00:28,cancelled,RUB,882.78
428,404,2026-01-23 03:25:00,completed,RUB,1710.36
429,409,2024-05-30 01:37:34,processing,USD,1351.36
430,0,2024-10-30 04:04:52,processing,EUR,153.22
431,468,2025-05-29 10:18:19,cancelled,USD,548.01
432,49,2026-05-12 03:05:24,processing,USD,1159.8600000000001
433,561,2024-08-20 19:43:46,completed,USD,1178.01
434,342,2024-09-01 07:17:34,processing,EUR,330.2
435,93,2024-06-25 08:33:10,cancelled,EUR,1293.36
436,725,2024-12-27 06:16:13,cancelled,USD,1795.72
437,17,2025-04-11 08:00:59,processing,RUB,1765.5500000000002
438,552,2026-04-28 05:36:27,processing,USD,107.32
439,415,2025-06-16 15:02:20,cancelled,EUR,813.27
440,107,2025-04-17 19:27:01,completed,USD,931.74
441,454,2026-01-26 02:15:26,cancelled,EUR,674.18
442,230,2026-02-09 15:59:48,completed,EUR,877.64
443,13,2025-07-02 16:02:46,processing,EUR,1234.0
444,565,2025-05-30 11:56:15,processing,RUB,850.94
445,590,2026-02-18 11:03:07,cancelled,EUR,1068.93
446,380,2024-07-09 02:29:35,processing,EUR,333.76
447,138,2024-06-04 16:01:21,completed,RUB,799.64
448,520,2025-04-19 03:20:11,processing,RUB,405.55
449,357,2024-07-31 06:08:40,cancelled,USD,2061.65
450,589,2024-05-31 21:00:43,completed,EUR,1014.4
451,23,2026-01-11 00:54:53,completed,EUR,448.96
452,699,2025-05-02 08:31:05,processing,RUB,867.54
453,613,2025-07-21 07:05:18,cancelled,USD,986.48
454,552,2025-01-08 13:28:26,completed,RUB,578.46
455,553,2024-08-17 19:56:18,processing,USD,485.74
456,123,2024-06-27 20:13:18,processing,RUB,269.59
457,200,2025-02-06 09:12:15,processing,USD,839.02
458,123,2025-01-16 12:26:40,cancelled,RUB,1165.04
459,391,2024-07-22 14:02:49,completed,EUR,298.98
460,725,2024-10-31 08:29:29,completed,EUR,100.44
461,360,2025-12-11 07:20:39,cancelled,USD,694.05
462,21,2024-08-31 09:01:30,completed,EUR,194.89999999999998
463,2,2025-09-28 23:52:28,processing,EUR,170.16
464,577,2026-01-06 10:52:42,completed,RUB,204.72
465,549,2024-12-02 21:51:22,cancelled,RUB,607.72
466,724,2025-09-29 10:06:24,processing,EUR,414.7
467,40,2025-06-28 07:08:38,completed,EUR,405.53
468,358,2026-01-08 15:27:32,processing,EUR,902.22
469,159,2025-06-07 05:47:39,cancelled,RUB,1860.08
470,120,2025-01-27 19:24:41,completed,USD,378.38
471,0,2026-02-03 22:33:35,completed,RUB,1629.36
472,533,2024-12-29 07:25:46,processing,RUB,1429.35
473,404,2026-03-15 00:57:18,cancelled,EUR,500.88
474,642,2024-09-17 18:27:55,cancelled,EUR,250.33
475,575,2025-07-21 15:14:59,processing,EUR,1984.88
476,43,2025-09-07 06:10:12,completed,RUB,1882.25
477,657,2026-03-27 06:31:54,completed,EUR,33.13
478,361,2025-06-04 16:37:08,processing,RUB,1487.52
479,380,2025-03-21 01:49:33,processing,USD,116.68
480,328,2025-11-04 03:05:23,completed,RUB,579.72
481,391,2025-10-04 07:11:23,completed,USD,36.96
482,400,2025-01-23 22:06:10,completed,USD,127.72
483,637,2024-05-30 23:47:26,cancelled,RUB,1373.56
484,210,2025-06-10 06:28:46,cancelled,USD,631.53
485,387,2025-05-17 12:50:32,processing,USD,536.72
486,0,2024-07-23 07:40:02,processing,USD,669.7
487,118,2024-10-19 22:53:44,completed,RUB,170.36
488,263,2026-02-23 12:10:36,processing,EUR,598.24
